Timestamp,Read throughput (Mbps),Write throughput (Mbps)
1461736500,,
1461736507,10.27619753669805,26.062949369991046
1461736537,2.7478316212276543,12.162519017673674
1461736567,0.052535646756987575,54.18780298551422
1461736597,11.594534831090497,35.623187594443216
1461736627,1.7973364740682367,25.00914235831138
1461736657,4.216854656783159,40.59506270357217
1461736687,7.036512924173904,21.20498548273683
1461736717,0.14374666191938615,2.4281767423326914
1461736747,9.93750350309022,37.41378739372819
1461736777,4.601811220027902,33.91784452625888
1461736807,0.46556540078062286,15.915025239120059
1461736837,13.084230101261506,24.144930107135597
1461736867,5.183611161101799,35.810468240149575
1461736897,0.5245878553501662,6.748776437684484
1461736927,4.559579553843872,71.94291413776972
1461736957,14.984718635317542,23.75570111581288
1461736987,10.456171087847542,35.31241350784166
1461737017,22.083416693388564,36.231429633385076
1461737047,5.066057012694727,35.12675029106414
1461737077,21.411128254766265,61.49001550902361
1461737107,11.59323985766638,45.68922480205498
1461737137,3.6802009790931063,25.569768312829435
1461737167,14.173220121399627,62.03932176671724
1461737197,11.368427441878708,14.865124182277905
1461737227,4.658036354258195,24.024807151470092
1461737257,10.21130357508088,56.93750762535626
1461737287,6.715906348011071,23.31321684314549
1461737317,0.11017993933422365,26.076685545064866
1461737347,7.18681039954082,42.07249898183409
1461737377,8.010334987330975,27.223233775202665
1461737407,0.5172732317436829,20.29085523510174
1461737437,0.18996918009008987,97.49679407727658
1461737467,6.538910416931182,38.84132083214625
1461737497,1.2671549984175585,8.728281778727878
1461737527,5.244200251067018,61.15249551701417
1461737557,0.6541334934458002,29.272330524164136
1461737587,0.6020157198771557,8.575566814683974
1461737617,19.154493144116607,46.534966880696174
1461737647,8.769066035488503,36.90621966067137
1461737677,2.3403052565934,68.09108450825254
1461737707,21.265415813062894,42.67985534124574
1461737737,14.19179048537733,28.80692462603833
1461737767,16.290548655962937,46.366249502744814
1461737797,2.558615315963923,61.498811057339466
1461737827,7.187992202477514,30.53237839757544
1461737857,0.6496625394952903,9.14201137199755
1461737887,7.969551025248644,35.234765293334576
1461737917,1.7789677807039324,49.20199021931897
1461737947,3.774559988890682,39.69788338739548
1461737977,14.92920495632836,48.017829738511324
1461738007,5.055276876511697,29.99167415600398
1461738037,1.5702773907805645,15.596651472621886
1461738067,18.44034286496329,44.965314563711615
1461738097,12.941269502154816,32.248054297573546
1461738127,1.1358337347248684,14.680687499009629
