Timestamp,Memory utilization (%)
1461736500,
1461736507,65.05858791353792
1461736537,67.0145668939835
1461736567,54.64709914038694
1461736597,66.84128745087735
1461736627,67.1544386702233
1461736657,53.309022493973465
1461736687,64.71150974172741
1461736717,67.19951354029277
1461736747,53.812219920232096
1461736777,65.45729187526105
1461736807,67.34404128401479
1461736837,55.04720253278998
1461736867,66.57887043447623
1461736897,59.80541294858178
1461736927,55.04328236659606
1461736957,69.26372836216126
1461736987,55.00736628624684
1461737017,57.09472892376423
1461737047,68.53484325390623
1461737077,52.146244343483595
1461737107,59.505713866664635
1461737137,68.7813938949194
1461737167,52.71112497750349
1461737197,67.67665075082712
1461737227,70.37874631993738
1461737257,52.84841000734816
1461737287,65.60709256816759
1461737317,71.5503030374722
1461737347,52.99690280466328
1461737377,66.37229334263893
1461737407,61.37902257987563
1461737437,55.733856519734545
1461737467,68.39974186400927
1461737497,61.467806334847744
1461737527,54.87103445352567
1461737557,69.47363944356806
1461737587,62.14540274875646
1461737617,54.69337364820277
1461737647,68.35703106362928
1461737677,52.276505815576236
1461737707,57.935258675343626
1461737737,69.19603376349191
1461737767,54.46517491228826
1461737797,54.924770831344205
1461737827,68.49551045034981
1461737857,65.16939817932484
1461737887,53.827966595888924
1461737917,69.49560786480747
1461737947,56.08837015719532
1461737977,57.80905115149733
1461738007,69.48162059916896
1461738037,51.717944623242985
1461738067,56.0138333106608
1461738097,69.29192733043406
1461738127,56.36328347346651
1461738157,59.93486644748942
1461738187,70.11327520010275
1461738217,54.381151862063106
1461738247,60.29885396660969
1461738277,71.86352202798946
1461738307,53.47200511976874
1461738337,65.28782522064886
1461738367,71.94687352751727
1461738397,52.099660024599004
1461738427,60.227000682429285
1461738457,71.51527590365552
1461738487,54.209740086820325
1461738517,68.4478549949008
1461738547,72.45366018541911
1461738577,54.90241338597869
1461738607,60.77934805048568
1461738637,72.71930469383484
1461738667,53.75656130555511
1461738697,60.595163609817185
1461738727,72.12105335904202
1461738757,52.20098232640511
1461738787,63.491180664634875
1461738817,72.68770484496632
1461738847,52.934851696257844
1461738877,63.12490652859232
1461738907,71.74030787756604
1461738937,54.09849502936305
1461738967,57.5207015404088
1461738997,70.45904987704725
1461739027,57.146918886674214
1461739057,60.23575460541195
1461739087,71.18321916795449
1461739117,51.68483708584949
1461739147,56.60769008106066
1461739177,70.81296589599755
1461739207,56.55087759618155
1461739237,59.668513422282906
1461739267,70.96566578680323
1461739297,52.88074653765007
1461739327,56.69888367326649
1461739357,70.88656098729464
1461739387,56.54709473262037
1461739417,55.49350738096707
1461739447,70.70938162133145
1461739477,55.449703440395595
1461739507,53.83543814748754
1461739537,70.39805230230462
1461739567,59.47111008263225
1461739597,54.998308713210996
1461739627,70.74816169377655
1461739657,69.00624367879801
1461739687,54.503948823717785
1461739717,72.1613490413178
1461739747,67.74328037394758
1461739777,52.88411925360317
1461739807,68.68311689509599
1461739837,54.03144469689353
1461739867,54.493921330801896
1461739897,70.14583968798082
1461739927,73.03708635645566
1461739957,54.45290040897878
1461739987,68.9363064704605
1461740017,74.21812223652047
1461740047,53.81822250968934
1461740077,72.69560414707463
1461740107,73.18274684689786
1461740137,54.909729151897835
1461740167,59.165411931838186
1461740197,72.99541676770733
1461740227,57.39547097760319
1461740257,53.52074315366826
1461740287,63.29191493799131
1461740317,73.18127524432123
1461740347,58.42922513998532
1461740377,56.09590859982014
1461740407,72.47403114333521
1461740437,53.900957907659965
1461740467,55.33847158511453
1461740497,71.02405901224908
1461740527,75.45777225844664
1461740557,55.15960762146494
1461740587,70.4540145670348
1461740617,73.66626862985491
1461740647,54.187065789225386
1461740677,71.05760486189327
1461740707,73.92559457672908
1461740737,54.66460962678751
1461740767,60.206681653073005
1461740797,75.02604525325788
1461740827,57.845535805569334
1461740857,56.43616652739251
1461740887,74.38506111445801
1461740917,72.4688928563482
1461740947,54.11363704534874
1461740977,70.65277244996622
1461741007,76.22063008671049
1461741037,53.64705365448912
1461741067,63.45160758147116
1461741097,74.99247739998664
1461741127,54.08394975174276
1461741157,69.98888341556001
1461741187,73.15515781916666
1461741217,54.249553449591346
1461741247,60.24891893539904
1461741277,71.9155843698626
1461741307,55.09577597955923
1461741337,59.86497324640598
1461741367,73.07765224327154
1461741397,53.056272111004745
1461741427,56.200534086117905
1461741457,68.56117191388041
1461741487,72.9569940341654
1461741517,53.09829375778576
1461741547,62.495848355649585
1461741577,72.98262561923488
1461741607,55.20522554104983
1461741637,60.141848406064305
1461741667,71.7246298532256
1461741697,55.23610719153168
1461741727,58.03813267292879
1461741757,73.49217065182278
1461741787,55.27474204003829
1461741817,55.37164513338916
1461741847,70.43139483843494
1461741877,52.542380041858294
1461741907,55.6662631377496
1461741937,71.30205635688658
1461741967,63.050709418059334
1461741997,55.07849345073483
1461742027,68.75182454075438
1461742057,63.43331112551264
1461742087,53.745717918148486
1461742117,72.00479587534441
1461742147,62.683341261680226
1461742177,54.12795612568303
1461742207,70.06041192620526
1461742237,51.41376648300503
1461742267,54.41365033906005
1461742297,70.04910734277581
1461742327,56.98085487294789
1461742357,51.46037896653224
1461742387,51.46907303964934
1461742417,51.62428926524362
1461742447,51.897182648552295
1461742477,52.00804044217362
