Timestamp,Packets In,Packets Out
1461736500,,
1461736507,472.34629348961005,471.9378853592459
1461736537,6.532405689873378,6.501236019893202
1461736567,15139.800528024196,14082.072162401408
1461736597,7.699848428160159,7.5007805479504714
1461736627,5.833443789670469,5.803359876355973
1461736657,6177.025878549881,6037.397573495144
1461736687,918.7585630943568,918.5936581638002
1461736717,6.296135476061619,6.294228887096759
1461736747,7232.96446776844,5146.09220024931
1461736777,781.9528688958262,879.9698119553977
1461736807,5.031544535033562,5.042490022119623
1461736837,18577.98418422694,15584.119386554969
1461736867,323.23474324715113,416.99826949877763
1461736897,4916.877688527526,7133.274538066522
1461736927,9072.26731753186,8654.211968829324
1461736957,6.497907035793812,6.296963629328046
1461736987,11332.010338656446,10612.914250567686
1461737017,6339.478983720447,6935.002502179577
1461737047,9.570035812039817,9.561182153830917
1461737077,10812.36449040198,5609.973382577577
1461737107,4225.296324105083,4227.4506539262175
1461737137,2734.8158801290247,3834.399043117449
1461737167,2976.778836864673,2904.924117262894
1461737197,9.59603489390368,10.896979274941737
1461737227,5.031643272751752,5.01067723525893
1461737257,11766.642718619654,10175.59960482305
1461737287,473.7457724023726,608.5342712907027
1461737317,9150.059683757654,6394.258561404464
1461737347,1277.6511095764674,1149.9410882246075
1461737377,454.1660461025777,454.34271402268183
1461737407,9.827024255298927,10.314037581071524
1461737437,14329.989554225845,14330.773382842228
1461737467,5.536728400152564,5.654095105762174
1461737497,11.112403571386633,10.750055768466162
1461737527,17115.474531046417,16849.848264493005
1461737557,9.497566750537414,8.095787310503411
1461737587,14.396538656064358,14.290914350770247
1461737617,5533.407636988169,6423.325723268141
1461737647,7.335681746094165,7.368369750932233
1461737677,13666.07174807721,6452.43037283893
1461737707,10606.45296602941,11711.174583985643
1461737737,11.155741946425698,11.008661061175921
1461737767,5703.962512130053,8789.528428186917
1461737797,7638.870172466813,792.6650022822384
1461737827,228.10439938058929,442.54449943354655
1461737857,11.981824595338658,11.968573620567689
1461737887,13848.213147679518,9935.812049114194
1461737917,9.591851875793798,9.488401443966906
1461737947,9116.23444833425,7112.539127648491
1461737977,3577.1496876977085,3576.738044246145
1461738007,12.568623251984931,10.145290801095065
1461738037,13002.441444502245,19608.568550705666
1461738067,4727.719820066856,5514.367539696686
