Timestamp,15 Minute Load,5 Minute Load,1 Minute Load
1461830400,0,0,0
1461830460,0,0,0
1461830520,0,0,0
1461830580,0,0,0
1461830640,0,0,0
1461830641,0.9046666666666668,0.8728333333333335,0.6761666666666667
1461830885,0.836530612244898,0.7224489795918368,0.5393877551020408
1461831186,0.7966666666666667,0.7040000000000001,0.6679999999999999
1461831516,0.7563636363636363,0.681060606060606,0.7562121212121212
1461831816,0.7615,0.7356666666666667,0.7783333333333332
1461832116,0.8106666666666668,0.8641666666666665,0.9045
1461832416,0.8155,0.8356666666666667,0.7845
1461832724,0.7363934426229508,0.6421311475409837,0.5544262295081968
1461833029,0.800983606557377,0.8731147540983606,1.0888524590163935
1461833341,0.8249206349206352,0.8542857142857143,0.7158730158730158
1461833641,0.783,0.7628333333333334,0.7631666666666667
1461833942,0.7531666666666668,0.7093333333333333,0.6478333333333334
1461834183,0.7145833333333335,0.635625,0.5397916666666667
1461834483,0.7650000000000001,0.8141666666666667,1.016
1461834783,0.8033333333333333,0.8711666666666668,0.8510000000000001
1461835084,0.8613333333333333,0.9711666666666665,1.1375
1461835384,0.9988333333333335,1.2255,1.3918333333333333
1461835684,1.047,1.1823333333333332,1.12
1461835984,1.1619999999999997,1.3703333333333334,1.5196666666666667
1461836289,1.0955737704918032,1.0642622950819673,0.7768852459016393
1461837330,0.7452941176470588,0.6927450980392157,0.9347058823529412
1461837632,0.8684999999999998,1.0048333333333332,1.1851666666666667
1461837932,0.9225,1.0514999999999999,1.15
1461838232,0.9688333333333332,1.0740000000000003,1.0321666666666665
1461838532,1.0221666666666667,1.123,1.111
1461838833,0.9411666666666666,0.8671666666666668,0.6808333333333333
1461839133,0.9058333333333335,0.8393333333333334,0.8486666666666667
1461839193,0,0,0
1461839253,0,0,0
1461839313,0,0,0
1461839373,0,0,0
